OID,SUMACCIDEN,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,AreaSQKM,YEARMONTH,Shape_Length,Shape_Area
-1,224,ללא שיפוט - אזור מאגרי מנשה,9945,ללא שיפוט,חיפה,ללא שיפוט - אזור מאגרי מנשה,9945,2,12,338,4,45,284,23,352,456,14,20,6,269,357,18.360506727320004,12.200099012882539,202405,19158.218551775607921,12200099.012882540002465
-1,85,ללא שיפוט - אזור מדרום לג'דיידה-מכר,9917,ללא שיפוט,צפון,ללא שיפוט - אזור מדרום לג'דיידה-מכר,9917,0,1,177,1,32,134,12,178,176,1,9,2,109,137,33.488007857554720,2.538222051355152,202405,7928.877081394806737,2538222.051355152390897
-1,0,ללא שיפוט - אזור מדרום לג'וליס,9915,ללא שיפוט,צפון,ללא שיפוט - אזור מדרום לג'וליס,9915,,,,,,,,,,,,,,,0,0.2665217,202405,2700.217424651024430,266521.699872620927636
-1,5,ללא שיפוט - אזור מדרום למחלף חורשים,9962,ללא שיפוט,מרכז,ללא שיפוט - אזור מדרום למחלף חורשים,9962,0,1,10,0,2,9,0,11,11,0,1,0,4,7,8.801565438338248,0.568080762,202405,3252.767071489865884,568080.761885923100635
-1,0,ללא שיפוט - אזור מדרום לראש העין,9963,ללא שיפוט,מרכז,ללא שיפוט - אזור מדרום לראש העין,9963,,,,,,,,,,,,,,,0,6.946708062234796,202405,12859.609589506040720,6946708.062234795652330
-1,20,ללא שיפוט - אזור מושב אומץ,9958,ללא שיפוט,מרכז,ללא שיפוט - אזור מושב אומץ,9958,0,1,27,0,4,22,2,28,38,3,1,0,20,30,8.631421281805187,2.317115495469962,202405,6890.041151208872179,2317115.495469962246716
-1,41,ללא שיפוט - אזור מושיריפה,9942,ללא שיפוט,חיפה,ללא שיפוט - אזור מושיריפה,9942,1,1,83,0,21,62,2,85,78,2,4,0,58,74,139.948975071613006,0.292963918,202405,5675.642588049573533,292963.917592250800226
-1,0,ללא שיפוט - אזור מזרחית לכפר תראבין,9973,ללא שיפוט,דרום,ללא שיפוט - אזור מזרחית לכפר תראבין,9973,,,,,,,,,,,,,,,0,0.051619567,202405,1361.989113066847040,51619.567238751260447
-1,9,ללא שיפוט - אזור מחלף גילעם,9935,ללא שיפוט,חיפה,ללא שיפוט - אזור מחלף גילעם,9935,0,0,13,0,1,10,1,13,16,0,3,0,8,14,25.501124859873528,0.352925608,202405,3119.014432573610065,352925.608162550488487
-1,1,ללא שיפוט - אזור מיתר,9972,ללא שיפוט,דרום,ללא שיפוט - אזור מיתר,9972,0,0,1,0,0,0,1,1,2,0,0,0,2,2,0.096111214,10.404613085531704,202405,15049.028955497495190,10404613.085531704127789
-1,0,ללא שיפוט - אזור ממערב לג'דיידה-מכר,9916,ללא שיפוט,צפון,ללא שיפוט - אזור ממערב לג'דיידה-מכר,9916,,,,,,,,,,,,,,,0,1.573329388340602,202405,7531.256472953128650,1573329.388340602396056
-1,0,ללא שיפוט - אזור מעבר אייל,9959,ללא שיפוט,מרכז,ללא שיפוט - אזור מעבר אייל,9959,,,,,,,,,,,,,,,0,0.003873487,202405,1187.926496595520121,3873.487162165749396
-1,14,ללא שיפוט - אזור מעיליא,9901,ללא שיפוט,צפון,ללא שיפוט - אזור מעיליא,9901,0,0,31,0,6,20,4,31,22,0,1,0,17,19,1.248206035305221,11.216097025661805,202405,25596.582217815030162,11216097.025661803781986
-1,0,ללא שיפוט - אזור מערב כרמיאל,9919,ללא שיפוט,צפון,ללא שיפוט - אזור מערב כרמיאל,9919,,,,,,,,,,,,,,,0,0.025807323,202405,678.376336948551398,25807.323020343592361
-1,0,ללא שיפוט - אזור מערבית לבאקה אל גרבייה,9951,ללא שיפוט,חיפה,ללא שיפוט - אזור מערבית לבאקה אל גרבייה,9951,,,,,,,,,,,,,,,0,0.115426892,202405,1433.095518961445805,115426.892033267577062
-1,0,ללא שיפוט - אזור מערבית לברטעה,9947,ללא שיפוט,חיפה,ללא שיפוט - אזור מערבית לברטעה,9947,,,,,,,,,,,,,,,0,0.667704759,202405,5054.344608843024616,667704.758526833960786
-1,0,ללא שיפוט - אזור מערבית לכפר יאסיף,9911,ללא שיפוט,צפון,ללא שיפוט - אזור מערבית לכפר יאסיף,9911,,,,,,,,,,,,,,,0,3.804508092288437,202405,11971.911370196699863,3804508.092288437299430
-1,0,ללא שיפוט - אזור מצפה אילות,9933,ללא שיפוט,צפון,ללא שיפוט - אזור מצפה אילות,9933,,,,,,,,,,,,,,,0,0.350695781,202405,2813.856179904010787,350695.780697443464305
-1,5,ללא שיפוט - אזור מצפון לבסמת טבעון,9938,ללא שיפוט,חיפה,ללא שיפוט - אזור מצפון לבסמת טבעון,9938,1,0,11,1,0,11,1,12,11,0,0,0,9,9,104.069237160420613,0.048044938,202405,1749.566251041690521,48044.937547611705668
-1,0,ללא שיפוט - אזור מצפון לירכא,9909,ללא שיפוט,צפון,ללא שיפוט - אזור מצפון לירכא,9909,,,,,,,,,,,,,,,0,1.318459539079130,202405,6855.276203516485111,1318459.539079129928723
-1,0,ללא שיפוט - אזור מצפון למעלות,9902,ללא שיפוט,צפון,ללא שיפוט - אזור מצפון למעלות,9902,,,,,,,,,,,,,,,0,3.682980270616972,202405,11135.551706300026126,3682980.270616971887648
-1,3,ללא שיפוט - אזור מצפון לקציר,9946,ללא שיפוט,חיפה,ללא שיפוט - אזור מצפון לקציר,9946,0,0,6,0,1,3,2,6,5,0,1,0,4,5,12.937365043860799,0.231886477,202405,2191.284365981207884,231886.476869847421767
-1,0,ללא שיפוט - אזור מצפון לשיבלי אום אל רנם,9929,ללא שיפוט,צפון,ללא שיפוט - אזור מצפון לשיבלי אום אל רנם,9929,,,,,,,,,,,,,,,0,0.052949789,202405,948.952888901843608,52949.788860267544806
-1,735,ללא שיפוט - אזור מקווה ישראל - פארק שרון,9970,ללא שיפוט,תל אביב,ללא שיפוט - אזור מקווה ישראל - פארק שרון,9970,4,49,887,6,73,772,69,940,1533,170,66,13,837,1237,93.428246634445188,7.866999825821623,202405,17651.805318442908174,7866999.825821623206139
-1,0,ללא שיפוט - אזור משמר הירדן,9906,ללא שיפוט,צפון,ללא שיפוט - אזור משמר הירדן,9906,,,,,,,,,,,,,,,0,0.501776532,202405,3577.270086629973775,501776.532131980289705
-1,0,ללא שיפוט - אזור נחל ארבל,9925,ללא שיפוט,צפון,ללא שיפוט - אזור נחל ארבל,9925,,,,,,,,,,,,,,,0,0.002391523,202405,207.628938092991689,2391.523340679059856
-1,0,ללא שיפוט - אזור נחל בענא,9941,ללא שיפוט,חיפה,ללא שיפוט - אזור נחל בענא,9941,,,,,,,,,,,,,,,0,0.020020773,202405,1056.980385988068974,20020.772744780941139
-1,0,ללא שיפוט - אזור נחל יצהר,9912,ללא שיפוט,צפון,ללא שיפוט - אזור נחל יצהר,9912,,,,,,,,,,,,,,,0,2.188734415337430,202405,9133.683461762080697,2188734.415337429847568
-1,383,"ללא שיפוט - אזור נתב""""ג",9964,ללא שיפוט,מרכז,"ללא שיפוט - אזור נתב""""ג",9964,1,9,446,42,20,348,35,456,681,19,20,1,347,536,23.818423928071820,16.079989219967047,202405,24793.752521884664020,16079989.219967044889927
-1,0,ללא שיפוט - אזור סאלם,9956,ללא שיפוט,חיפה,ללא שיפוט - אזור סאלם,9956,,,,,,,,,,,,,,,0,2.218758513468257,202405,18928.870526309103298,2218758.513468257617205
-1,8,ללא שיפוט - אזור עמק איילון,9967,ללא שיפוט,מרכז,ללא שיפוט - אזור עמק איילון,9967,1,0,10,0,1,8,2,11,20,0,0,0,13,15,1.084764393849496,7.374873332273060,202405,19944.966905387042061,7374873.332273059524596
-1,0,ללא שיפוט - אזור ערד,9974,ללא שיפוט,דרום,ללא שיפוט - אזור ערד,9974,,,,,,,,,,,,,,,0,5.551272509292335,202405,9957.313557677327481,5551272.509292334318161
-1,0,ללא שיפוט - אזור צומת ג'וליס,9913,ללא שיפוט,צפון,ללא שיפוט - אזור צומת ג'וליס,9913,,,,,,,,,,,,,,,0,0.33680214,202405,3018.821702320734403,336802.139803215512075
-1,98,ללא שיפוט - אזור צומת חנניה,9914,ללא שיפוט,צפון,ללא שיפוט - אזור צומת חנניה,9914,4,7,220,0,44,175,11,231,186,2,10,0,112,138,29.228191374751276,3.352927272970340,202405,10516.132696182479776,3352927.272970339749008
-1,5,ללא שיפוט - אזור צומת מצר,9950,ללא שיפוט,חיפה,ללא שיפוט - אזור צומת מצר,9950,1,6,9,0,5,11,0,16,9,0,0,0,4,7,11.498351692564071,0.434844935,202405,3823.855909590454303,434844.935490490868688
-1,25,ללא שיפוט - אזור צפון כרמיאל,9918,ללא שיפוט,צפון,ללא שיפוט - אזור צפון כרמיאל,9918,0,0,56,0,13,40,3,56,52,0,2,0,39,45,846.658013368579645,0.029527861,202405,777.847321549909225,29527.860842576861614
-1,28,ללא שיפוט - אזור רביד,9922,ללא שיפוט,צפון,ללא שיפוט - אזור רביד,9922,0,3,34,0,8,27,2,37,46,3,2,0,26,33,21.823521776167688,1.283019316826183,202405,7501.941743341169058,1283019.316826183116063
-1,0,ללא שיפוט - אזור רומת הייב,9927,ללא שיפוט,צפון,ללא שיפוט - אזור רומת הייב,9927,,,,,,,,,,,,,,,0,0.375393223,202405,4162.143920546466688,375393.222804822027683
-1,0,ללא שיפוט - אזור רמת הנדיב,9939,ללא שיפוט,חיפה,ללא שיפוט - אזור רמת הנדיב,9939,,,,,,,,,,,,,,,0,4.679613195678612,202405,10727.802326612563775,4679613.195678612217307
-1,1,ללא שיפוט - אזור שמורת שער העמקים,9937,ללא שיפוט,חיפה,ללא שיפוט - אזור שמורת שער העמקים,9937,0,0,2,0,0,2,0,2,1,0,0,0,1,1,0.323787968,3.088440893329997,202405,11088.947368167024251,3088440.893329997081310
-1,5,ללא שיפוט - אזור תל השומר,9969,ללא שיפוט,תל אביב,ללא שיפוט - אזור תל השומר,9969,1,0,10,1,1,9,1,11,11,0,0,0,10,11,2.813814870183818,1.776947038336380,202405,6742.513212402276622,1776947.038336379919201
-1,0,"ללא שיפוט - אזור תע""""ש",9960,ללא שיפוט,מרכז,"ללא שיפוט - אזור תע""""ש",9960,,,,,,,,,,,,,,,0,0.224880889,202405,1982.440221208229104,224880.889325792843010
-1,1,ללא שיפוט - נחל יתלה,9975,ללא שיפוט,ירושלים,ללא שיפוט - נחל יתלה,9975,0,1,0,0,0,1,0,1,2,0,0,0,1,2,4.480386698151885,0.22319502,202405,3332.103042455171362,223195.020289764303016
-1,50,לקיה,1060,מועצה מקומית,דרום,לקיה,1060,1,7,61,14,19,49,1,69,82,1,2,0,43,68,7.285589089888426,6.862863027698658,202405,12826.194451927254704,6862863.027698658406734
-1,51,אליפלט,730,מועצה אזורית,צפון,מבואות החרמון,5555,0,4,87,1,20,60,10,91,92,3,2,0,53,72,6.930798450689972,7.358459542987124,202405,14512.896768429098302,7358459.542987124063075
-1,1,אמנון,1253,מועצה אזורית,צפון,מבואות החרמון,5555,0,0,2,0,0,2,0,2,1,0,0,0,0,1,0.41247993,2.424360381202858,202405,7850.560549163918949,2424360.381202857941389
-1,15,בית הלל,322,מועצה אזורית,צפון,מבואות החרמון,5555,0,2,22,1,7,17,0,24,26,1,1,0,17,24,3.453435236911525,4.343501172303666,202405,12351.023613717143235,4343501.172303666360676
-1,8,דישון,2063,מועצה אזורית,צפון,מבואות החרמון,5555,0,0,14,0,1,13,0,14,10,0,0,0,7,9,0.795371889,10.058188009998167,202405,19658.716894741624856,10058188.009998166933656
-1,3,יובל,2009,מועצה אזורית,צפון,מבואות החרמון,5555,0,3,1,0,0,4,0,4,5,0,0,0,4,4,0.807785656,3.713856489493006,202405,11749.845496181167618,3713856.489493005443364
-1,12,כורזים,1252,מועצה אזורית,צפון,מבואות החרמון,5555,0,2,20,0,6,16,0,22,21,1,0,0,7,10,1.866468176888605,6.429255075757011,202405,18072.390809006847121,6429255.075757010839880
-1,6,כחל,1210,מועצה אזורית,צפון,מבואות החרמון,5555,0,0,7,0,0,7,0,7,8,0,0,0,7,8,1.381056946530621,4.344498621199300,202405,10243.549383996276447,4344498.621199299581349
-1,1,כרכום,1285,מועצה אזורית,צפון,מבואות החרמון,5555,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0.588398607,1.699528157217568,202405,7842.418324468010724,1699528.157217568019405
-1,3,מרגליות,843,מועצה אזורית,צפון,מבואות החרמון,5555,0,1,5,0,2,4,0,6,4,1,0,0,2,3,0.534698673,5.610636704293849,202405,12669.557168155884938,5610636.704293848946691
-1,18,משמר הירדן,732,מועצה אזורית,צפון,מבואות החרמון,5555,0,1,30,0,5,24,2,31,30,1,2,0,21,27,2.741049775070196,6.566827119926721,202405,12588.751880834553958,6566827.119926720857620
-1,23,רמות נפתלי,372,מועצה אזורית,צפון,מבואות החרמון,5555,0,5,29,3,6,26,2,34,36,2,2,0,21,30,3.267204022471160,7.039658326143918,202405,12207.321692877225360,7039658.326143918558955
-1,7,שאר ישוב,324,מועצה אזורית,צפון,מבואות החרמון,5555,0,1,22,0,8,15,0,23,12,0,0,0,9,10,1.550290909184381,4.515281589106878,202405,11262.478581226694587,4515281.589106878265738
-1,28,שדה אליעזר,861,מועצה אזורית,צפון,מבואות החרמון,5555,0,1,49,1,6,42,2,50,53,0,5,0,35,45,2.531874119265473,11.059001625295311,202405,18088.576582029174460,11059001.625295311212540
-1,45,שטח כללי,5555,מועצה אזורית,צפון,מבואות החרמון,5555,0,5,94,0,15,70,13,99,84,2,5,1,42,53,0.754358823,59.653309076500065,202405,119965.220599080246757,59653309.076500065624714
-1,559,מבשרת ציון,1015,מועצה מקומית,ירושלים,מבשרת ציון,1015,3,21,754,65,87,594,80,778,1160,27,37,5,671,860,89.007951095599267,6.280337802626243,202405,13585.564751003117635,6280337.802626242861152
-1,709,מג'ד אל כרום,516,מועצה מקומית,צפון,מג'ד אל כרום,0516,2,26,1411,73,283,1077,59,1439,1321,8,23,17,820,1028,76.636123522370937,9.251511785992607,202405,27813.389286359986727,9251511.785992607474327
-1,192,מג'דל שמס,4201,מועצה מקומית,צפון,מג'דל שמס,4201,1,7,337,11,81,250,10,345,321,9,6,3,173,249,12.481976801457103,15.382178885125519,202405,23191.690103381337394,15382178.885125519707799
-1,840,מגאר,481,מועצה מקומית,צפון,מגאר,0481,3,19,1564,39,350,1163,60,1586,1421,10,26,0,803,1023,40.571534118525371,20.704171489942443,202405,34999.208767675067065,20704171.489942442625761
-1,120,מגדל,65,מועצה מקומית,צפון,מגדל,0065,0,7,214,4,33,173,12,221,212,5,6,0,129,170,10.320127054027338,11.627763822265257,202405,23335.104177252356749,11627763.822265256196260
-1,582,מגדל העמק,874,עירייה,צפון,מגדל העמק,0874,4,21,815,93,128,607,79,840,1022,18,29,3,614,790,66.782695157226939,8.714832467150263,202405,17054.335907620148646,8714832.467150263488293
-1,70,מגדל תפן,1722,מועצה מקומית תעשייתית,צפון,מגדל תפן,1722,0,2,123,3,6,114,4,125,114,2,4,0,65,86,26.011672849695476,2.691099507689660,202405,7585.541735574496670,2691099.507689660415053
-1,259,אליקים,682,מועצה אזורית,צפון,מגידו,5513,2,9,437,2,69,355,20,448,557,11,39,0,282,403,76.628442209019042,3.379946042665554,202405,9415.130219067452344,3379946.042665554210544
-1,53,גבעת עז,703,מועצה אזורית,צפון,מגידו,5513,2,2,80,2,13,58,5,84,102,4,7,0,56,84,5.663319369660278,9.358469219294493,202405,14370.880365604674807,9358469.219294494017959
-1,38,גלעד(אבן יצחק),369,מועצה אזורית,צפון,מגידו,5513,0,5,53,0,7,42,6,58,79,3,5,1,37,59,3.365708606356068,11.290341632141839,202405,20885.940314256720740,11290341.632141839712858
-1,19,דליה,300,מועצה אזורית,צפון,מגידו,5513,0,2,31,1,9,20,4,33,29,3,0,0,12,19,1.842766299867575,10.310585776050591,202405,22475.943761233622354,10310585.776050589978695
-1,42,הזורע,250,מועצה אזורית,צפון,מגידו,5513,0,3,69,3,13,53,5,72,84,4,8,0,47,70,6.004250964019333,6.995044053236008,202405,19639.057209808754124,6995044.053236007690430
-1,239,יקנעם (מושבה),241,מועצה אזורית,צפון,מגידו,5513,0,5,382,9,36,326,25,387,456,8,22,1,246,340,29.742283941747583,8.035697610449111,202405,21129.716803112307389,8035697.610449110157788
-1,201,מגידו,586,מועצה אזורית,צפון,מגידו,5513,1,4,334,4,53,270,12,339,390,7,17,1,235,307,26.087545668541459,7.704825994512109,202405,16917.914641030165512,7704825.994512109085917
-1,60,מדרך עז,2029,מועצה אזורית,צפון,מגידו,5513,0,1,90,0,5,80,6,91,130,2,7,0,66,87,10.868071942152911,5.520758449093805,202405,14013.654487002933820,5520758.449093804694712
-1,30,משמר העמק,130,מועצה אזורית,צפון,מגידו,5513,0,0,55,1,13,40,2,55,56,2,1,0,39,51,3.767325296714109,7.963209342757376,202405,17865.349018176999380,7963209.342757375910878
-1,58,עין העמק,367,מועצה אזורית,צפון,מגידו,5513,0,3,88,0,9,71,10,91,124,5,6,0,57,85,15.372021066363580,3.773088766246437,202405,12744.865678163192570,3773088.766246437095106
-1,23,עין השופט,270,מועצה אזורית,צפון,מגידו,5513,0,2,32,3,3,22,6,34,32,4,3,1,11,24,1.854922604671881,12.399439169090554,202405,24550.231570980511606,12399439.169090554118156
-1,143,רמות מנשה,445,מועצה אזורית,צפון,מגידו,5513,1,3,263,3,38,207,19,267,292,10,16,0,166,221,14.432212778601695,9.908390500729228,202405,23880.906345893290563,9908390.500729227438569
-1,12,רמת השופט,335,מועצה אזורית,צפון,מגידו,5513,0,0,17,1,1,15,0,17,17,1,1,1,10,17,1.262281236597184,9.506597778755870,202405,29604.975628079766466,9506597.778755869716406
-1,309,שטח כללי,5513,מועצה אזורית,צפון,מגידו,5513,3,21,608,2,102,478,47,632,618,13,34,0,357,473,4.603851965855544,67.117709755156710,202405,138444.972339237632696,67117709.755156710743904
-1,1625,מודיעין - מכבים - רעות,1200,עירייה,מרכז,מודיעין - מכבים - רעות,1200,3,66,2020,193,335,1446,172,2089,2916,120,86,51,1649,2259,33.624728119581590,48.327528306575964,202405,32627.861096753011225,48327528.306575961410999
-1,161,מזכרת בתיה,28,מועצה מקומית,מרכז,מזכרת בתיה,0028,3,14,198,20,50,130,23,215,298,14,7,15,180,239,21.684809777712402,7.424552101235189,202405,14491.136614179407843,7424552.101235189475119
-1,102,מזרעה,517,מועצה מקומית,צפון,מזרעה,0517,0,0,153,8,19,119,15,153,193,6,4,3,129,165,103.698733439467247,0.983618571,202405,5131.097117897432327,983618.570997698232532
-1,23,אדמית,1068,מועצה אזורית,צפון,מטה אשר,5504,1,1,43,1,7,31,7,45,33,0,0,1,21,27,2.166293105255143,10.617215160868588,202405,20127.620587116063689,10617215.160868586972356
-1,204,אחיהוד,785,מועצה אזורית,צפון,מטה אשר,5504,1,9,353,0,51,282,18,363,409,4,16,2,277,350,62.485044191692062,3.264781239078064,202405,8330.573221475482569,3264781.239078063983470
-1,21,אילון,294,מועצה אזורית,צפון,מטה אשר,5504,2,0,29,1,3,23,5,31,36,0,0,0,21,26,2.238330366333426,9.381993076562585,202405,25777.150896515220666,9381993.076562585309148
-1,78,אפק,313,מועצה אזורית,צפון,מטה אשר,5504,0,4,137,2,33,101,6,141,154,3,10,0,89,117,7.880577426958954,9.897751874522159,202405,18147.933172477332846,9897751.874522158876061
-1,3,אשרת,1256,מועצה אזורית,צפון,מטה אשר,5504,0,0,3,0,0,2,0,3,4,0,0,0,2,2,9.804993529049165,0.305966546,202405,2958.643538196303780,305966.545629217114765
-1,117,בוסתן הגליל,559,מועצה אזורית,צפון,מטה אשר,5504,0,4,207,2,30,162,16,211,248,11,6,3,154,189,48.984306937868240,2.388520065179302,202405,7313.005754810686085,2388520.065179302357137
-1,27,בית העמק,572,מועצה אזורית,צפון,מטה אשר,5504,1,1,52,0,17,35,2,54,50,2,0,1,25,34,7.382536896527062,3.657279384909204,202405,9314.866170893919843,3657279.384909204207361
-1,10,בן עמי,712,מועצה אזורית,צפון,מטה אשר,5504,0,0,14,0,4,10,0,14,17,0,0,1,13,17,3.459005857593987,2.891004066398371,202405,9504.510394138143965,2891004.066398371011019
-1,17,בצת,589,מועצה אזורית,צפון,מטה אשר,5504,0,1,24,0,1,20,3,25,28,4,2,2,16,28,4.147214932495831,4.099136475130613,202405,11038.327143467098722,4099136.475130612496287
-1,21,געתון,463,מועצה אזורית,צפון,מטה אשר,5504,0,2,37,0,5,30,4,39,36,3,0,0,26,31,3.898463355888236,5.386737820244384,202405,21746.473576388889342,5386737.820244383998215
-1,27,גשר הזיו,574,מועצה אזורית,צפון,מטה אשר,5504,0,1,46,0,12,33,2,47,51,1,1,1,24,31,6.831185933010055,3.952461587896331,202405,9427.935287676655207,3952461.587896331213415
-1,16,חניתה,280,מועצה אזורית,צפון,מטה אשר,5504,1,0,24,0,3,20,2,25,22,3,0,0,9,15,1.844560233666690,8.674154255290741,202405,24022.703685855256481,8674154.255290741100907
-1,74,יחיעם,409,מועצה אזורית,צפון,מטה אשר,5504,1,7,139,1,30,96,19,147,138,2,0,2,77,97,11.820748231098479,6.260179013483931,202405,27280.397282933416136,6260179.013483931310475
-1,187,יסעור,575,מועצה אזורית,צפון,מטה אשר,5504,2,8,384,7,99,284,9,394,344,6,7,3,228,288,11.424588449700922,16.368204493606541,202405,28298.189307438988180,16368204.493606541305780
-1,226,כברי,576,מועצה אזורית,צפון,מטה אשר,5504,3,13,413,6,55,347,26,429,444,10,14,0,282,357,32.683340000880008,6.914837957011581,202405,20244.031753180635860,6914837.957011580467224
-1,41,כליל,1183,מועצה אזורית,צפון,מטה אשר,5504,2,10,51,0,12,47,3,63,49,0,2,0,35,39,9.132940175575568,4.489244341011588,202405,10593.345010744918909,4489244.341011588461697
-1,249,כפר מסריק,297,מועצה אזורית,צפון,מטה אשר,5504,4,6,405,6,39,350,23,415,509,15,37,1,309,398,18.442530705114937,13.501400864195997,202405,20131.169841489034297,13501400.864195996895432
-1,29,כפר ראש הנקרא,579,מועצה אזורית,צפון,מטה אשר,5504,1,0,42,0,5,34,4,43,47,4,2,0,25,36,6.367622276814739,4.554290241993845,202405,9478.996774250410454,4554290.241993845440447
-1,81,לוחמי הגיטאות,595,מועצה אזורית,צפון,מטה אשר,5504,0,0,138,1,24,101,13,138,163,4,1,0,122,145,17.006936540418927,4.762762523838097,202405,17386.512570531471283,4762762.523838097229600
-1,24,לימן,674,מועצה אזורית,צפון,מטה אשר,5504,0,4,37,0,9,30,2,41,42,3,1,0,26,32,7.241404678992483,3.314274103424253,202405,8309.069718798733447,3314274.103424252942204
-1,14,מצובה,325,מועצה אזורית,צפון,מטה אשר,5504,0,0,29,0,7,22,0,29,26,0,0,0,16,18,1.881044037963974,7.442675300230333,202405,19337.065065688904724,7442675.300230333581567
-1,9,נס עמים,1143,מועצה אזורית,צפון,מטה אשר,5504,0,0,15,0,2,13,0,15,13,0,0,0,6,8,4.833079769164270,1.862166657670595,202405,6773.199085316026867,1862166.657670594984666
-1,97,נתיב השיירה,792,מועצה אזורית,צפון,מטה אשר,5504,1,6,217,0,35,173,16,224,198,3,4,0,140,171,37.501332010041011,2.586574790837514,202405,7403.212968673677096,2586574.790837513748556
-1,5,סער,454,מועצה אזורית,צפון,מטה אשר,5504,0,0,6,1,0,5,1,6,7,0,0,0,5,6,1.919254641871338,2.605178015943122,202405,9785.398979385290659,2605178.015943122562021
-1,6,עברון,376,מועצה אזורית,צפון,מטה אשר,5504,0,0,6,1,2,4,0,6,10,0,0,1,4,8,1.482336055705823,4.047665154540860,202405,10868.372947869944255,4047665.154540860094130
-1,133,עין המפרץ,289,מועצה אזורית,צפון,מטה אשר,5504,3,2,242,5,40,190,13,247,265,6,14,0,156,209,16.406600172014901,8.106493643141315,202405,19751.235353083095106,8106493.643141315318644
-1,100,עמקה,708,מועצה אזורית,צפון,מטה אשר,5504,1,8,223,0,49,161,19,232,185,8,10,0,107,142,20.005021164281974,4.998745024001540,202405,16184.072643280946068,4998745.024001539684832
-1,0,עראמשה,1246,מועצה אזורית,צפון,מטה אשר,5504,,,,,,,,,,,,,,,0,0.509269737,202405,2856.909800368572178,509269.736674732121173
-1,125,רגבה,390,מועצה אזורית,צפון,מטה אשר,5504,1,2,207,2,40,153,12,210,241,15,5,0,180,215,43.147997951656826,2.897005792483129,202405,11693.135516112444748,2897005.792483129072934
-1,118,שבי ציון,282,מועצה אזורית,צפון,מטה אשר,5504,1,0,199,0,34,146,17,200,247,7,13,2,147,192,51.211762871464821,2.304158134453707,202405,7084.203250808023768,2304158.134453706908971
-1,196,שטח כללי,5504,מועצה אזורית,צפון,מטה אשר,5504,4,16,434,3,74,346,30,454,362,7,15,0,225,286,4.245735144313815,46.163972395333445,202405,149490.092399526329245,46163972.395333446562290
-1,28,שייח דנון,658,מועצה אזורית,צפון,מטה אשר,5504,0,1,46,5,10,33,4,47,42,2,4,0,25,39,55.089250945956451,0.508266123,202405,4048.864621048159734,508266.123049458488822
-1,14,שמרת,432,מועצה אזורית,צפון,מטה אשר,5504,0,1,19,0,2,14,4,20,26,2,0,0,17,20,1.956969336484994,7.153918939346321,202405,16685.130562675662077,7153918.939346320927143
-1,2,אביעזר,1070,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,2,1,1,0,1,2,3,0,0,0,2,3,12.847878949578233,0.155667718,202405,1882.521775036549116,155667.718216294015292
-1,7,אבן ספיר,783,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,7,0,0,5,0,7,10,1,0,1,6,10,27.020586376188977,0.259061735,202405,2648.590251320088555,259061.735468795202905
-1,3,אדרת,1123,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,3,1,0,2,0,3,3,0,1,0,0,2,10.849762741956237,0.276503742,202405,2457.293416137756594,276503.742187738651410
-1,18,אורה,780,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,21,1,2,17,2,21,31,2,0,1,16,23,59.794385511473841,0.301031608,202405,4074.537324651365907,301031.607667345495429
-1,3,אשתאול,740,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,3,1,0,3,0,3,4,0,0,0,4,4,8.367235563634633,0.358541358,202405,2788.382816981161795,358541.357797847653273
-1,12,בית זית,710,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,14,0,0,10,4,14,18,2,0,0,13,16,38.619702172938716,0.31072223,202405,2703.773778773567756,310722.230489093228243
-1,1,בית מאיר,751,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,2,0,0,2,0,2,2,0,0,0,2,2,2.222880797032863,0.449866678,202405,3522.819549822392673,449866.678111941961106
-1,6,בית נקופה,672,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,7,0,1,6,0,7,10,3,1,0,5,10,28.628634281441983,0.209580378,202405,2138.975396506815287,209580.378198110440280
-1,2,בקוע,864,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,2,0,1,1,0,2,3,1,0,1,1,3,2.708075941756234,0.738531726,202405,4258.502377535799496,738531.726219969103113
-1,6,בר גיורא,823,מועצה אזורית,ירושלים,מטה יהודה,5526,0,2,7,0,2,6,1,9,11,1,1,1,6,9,14.753908559948288,0.406671898,202405,3176.612098687301113,406671.898203836346511
-1,4,גבעת יערים,787,מועצה אזורית,ירושלים,מטה יהודה,5526,0,0,5,1,1,2,2,5,8,0,0,0,3,5,6.339762082335780,0.630938503,202405,5312.760199193700828,630938.503377758665010
