OID,SUMACCIDEN,CITY,CITYCODE,MUNITYPE,DISTRICT,MUNICIPAL,MUNICODE,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,ACC_INDEX,AreaSQKM,YEARMONTH,Shape_Length,Shape_Area
-1,33,עין חרוד איחוד,89,מועצה אזורית,צפון,הגלבוע,5508,2,0,49,0,5,43,3,51,59,2,0,0,39,47,2.327633639777669,14.177488860812346,202405,59402.849974856573681,14177488.860812345519662
-1,38,עין חרוד מאוחד,82,מועצה אזורית,צפון,הגלבוע,5508,0,1,79,0,15,61,3,80,72,1,3,0,43,57,2.998957883533510,12.671068242954666,202405,50426.801118373317877,12671068.242954665794969
-1,11,פרזון,2053,מועצה אזורית,צפון,הגלבוע,5508,0,0,17,1,3,14,0,17,22,1,1,0,11,14,3.274734128283795,3.359051321141854,202405,13027.192236824421343,3359051.321141854394227
-1,22,צנדלה,636,מועצה אזורית,צפון,הגלבוע,5508,0,0,44,0,7,37,0,44,45,0,3,0,31,40,8.467422634912712,2.598193210445175,202405,7501.407358044837565,2598193.210445174947381
-1,1,רם און,1069,מועצה אזורית,צפון,הגלבוע,5508,0,0,3,0,1,2,0,3,2,0,0,0,2,2,0.159676022,6.262681073105494,202405,14602.717405810883065,6262681.073105493560433
-1,2,רמת צבי,339,מועצה אזורית,צפון,הגלבוע,5508,0,0,2,0,0,2,0,2,4,1,0,0,3,4,0.246792556,8.103972159777681,202405,21282.150270295383962,8103972.159777682274580
-1,33,שטח כללי,5508,מועצה אזורית,צפון,הגלבוע,5508,0,4,65,0,10,49,6,69,63,2,1,0,38,43,0.526794318,62.643044658075404,202405,196891.373236191633623,62643044.658075407147408
-1,38,תל יוסף,84,מועצה אזורית,צפון,הגלבוע,5508,1,2,70,0,9,58,5,73,79,2,4,0,52,67,2.244300147481292,16.931781625842785,202405,54552.087489839053887,16931781.625842783600092
-1,2,אילת השחר,77,מועצה אזורית,צפון,הגליל העליון,5501,0,0,4,1,2,2,0,4,3,0,1,0,2,3,0.277178389,7.215569751994967,202405,16972.969738029594737,7215569.751994967460632
-1,19,ברעם,667,מועצה אזורית,צפון,הגליל העליון,5501,0,2,29,0,5,23,3,31,22,2,0,0,12,14,1.409113513587095,13.483654664295178,202405,19236.448305045945744,13483654.664295177906752
-1,24,גדות,35,מועצה אזורית,צפון,הגליל העליון,5501,0,8,44,1,16,34,1,52,41,0,0,0,25,33,4.149043753201971,5.784465391929962,202405,16043.780707098632774,5784465.391929962672293
-1,16,גונן,852,מועצה אזורית,צפון,הגליל העליון,5501,1,1,19,0,0,19,1,21,25,1,3,0,14,20,2.282140087053045,7.010963126571687,202405,17949.201289112326776,7010963.126571686938405
-1,23,דן,303,מועצה אזורית,צפון,הגליל העליון,5501,1,2,36,3,2,33,3,39,37,1,0,1,23,29,4.679485851283072,4.915069888221504,202405,18431.229570339142811,4915069.888221504166722
-1,24,דפנה,302,מועצה אזורית,צפון,הגליל העליון,5501,0,4,37,1,8,31,2,41,45,2,0,0,33,41,4.270362151189425,5.620132239443738,202405,21373.465409360105696,5620132.239443738013506
-1,5,הגושרים,356,מועצה אזורית,צפון,הגליל העליון,5501,0,0,12,0,3,9,0,12,9,0,1,0,7,9,0.862712595,5.795672893159372,202405,19710.458611625675985,5795672.893159371800721
-1,0,חולתה,253,מועצה אזורית,צפון,הגליל העליון,5501,,,,,,,,,,,,,,,0,5.597909833970474,202405,13595.583681331028856,5597909.833970474079251
-1,2,יפתח,453,מועצה אזורית,צפון,הגליל העליון,5501,0,0,3,0,0,3,0,3,3,0,0,0,3,3,0.193471018,10.337465624033399,202405,21342.350289274272654,10337465.624033398926258
-1,2,יראון,623,מועצה אזורית,צפון,הגליל העליון,5501,0,0,2,0,0,2,0,2,2,0,1,0,1,2,0.372591418,5.367810159895599,202405,12319.947173678410763,5367810.159895598888397
-1,18,כפר בלום,357,מועצה אזורית,צפון,הגליל העליון,5501,0,2,50,2,15,35,2,52,31,1,1,0,25,29,3.489975512200537,5.157629312032176,202405,12527.580266940010915,5157629.312032176181674
-1,51,כפר גלעדי,76,מועצה אזורית,צפון,הגליל העליון,5501,1,8,91,1,16,69,13,100,93,7,3,0,53,69,5.582045552039825,9.136435653299760,202405,27064.755185753867408,9136435.653299760073423
-1,2,כפר הנשיא,443,מועצה אזורית,צפון,הגליל העליון,5501,0,0,2,0,1,1,0,2,3,0,0,0,3,3,0.21163245,9.450346575394688,202405,19547.003989207321865,9450346.575394688174129
-1,5,כפר סולד,345,מועצה אזורית,צפון,הגליל העליון,5501,0,0,7,0,2,5,0,7,9,0,0,0,3,3,0.809672521,6.175336164780885,202405,14107.478644586488372,6175336.164780884981155
-1,16,להבות הבשן,380,מועצה אזורית,צפון,הגליל העליון,5501,0,0,35,0,6,26,3,35,32,2,0,0,19,24,2.533222484378682,6.316065840511551,202405,13640.775062378992516,6316065.840511551126838
-1,41,מחניים,308,מועצה אזורית,צפון,הגליל העליון,5501,0,1,61,0,6,46,9,62,66,0,2,0,44,60,6.350945881170396,6.455731282730477,202405,24508.055853145669971,6455731.282730476930737
-1,11,מלכיה,596,מועצה אזורית,צפון,הגליל העליון,5501,1,4,11,0,2,13,1,16,12,3,0,0,5,9,1.233932225347918,8.914590099872344,202405,15954.097821329503859,8914590.099872343242168
-1,3,מנרה,347,מועצה אזורית,צפון,הגליל העליון,5501,0,0,4,0,0,4,0,4,5,0,0,0,2,3,0.352337254,8.514569384027478,202405,22197.050311754806899,8514569.384027477353811
-1,11,מעין ברוך,416,מועצה אזורית,צפון,הגליל העליון,5501,0,0,20,1,4,16,0,20,20,2,0,0,13,17,2.429954191412706,4.526834307771421,202405,12167.911231262680303,4526834.307771421037614
-1,15,משגב עם,378,מועצה אזורית,צפון,הגליל העליון,5501,3,3,21,1,7,19,1,27,27,1,2,0,19,23,2.475535302282529,6.059295533442597,202405,22190.094164629164879,6059295.533442596904933
-1,6,נאות מרדכי,408,מועצה אזורית,צפון,הגליל העליון,5501,0,1,6,0,0,6,1,7,9,1,1,0,4,6,1.290216024306005,4.650384034121220,202405,9798.110654832697037,4650384.034121220000088
-1,37,סאסא,578,מועצה אזורית,צפון,הגליל העליון,5501,1,2,45,1,4,39,3,48,56,5,1,0,35,47,2.529720153443761,14.626123743225563,202405,29646.418202626759012,14626123.743225563317537
-1,97,עמיעד,385,מועצה אזורית,צפון,הגליל העליון,5501,0,4,172,0,20,140,13,176,182,2,6,0,107,149,11.671863178921203,8.310584052696669,202405,21691.988825255084521,8310584.052696668542922
-1,2,עמיר,319,מועצה אזורית,צפון,הגליל העליון,5501,0,0,4,1,3,1,0,4,2,0,0,0,1,2,0.542160902,3.688941774167259,202405,9761.327025444386891,3688941.774167259223759
-1,6,צבעון,1213,מועצה אזורית,צפון,הגליל העליון,5501,0,0,7,0,0,6,1,7,11,0,1,0,7,9,10.908357485337307,0.550036979,202405,3478.369828585121923,550036.979267045739107
-1,31,קדרים,1211,מועצה אזורית,צפון,הגליל העליון,5501,2,2,56,1,7,49,2,60,55,0,5,0,35,44,4.767378831124218,6.502524992898402,202405,15041.334557538988520,6502524.992898401804268
-1,20,שדה נחמיה,329,מועצה אזורית,צפון,הגליל העליון,5501,0,0,35,1,3,30,0,35,40,0,2,1,25,35,5.298234137674680,3.774842613651974,202405,12737.215068849054660,3774842.613651973661035
-1,104,שטח כללי,5501,מועצה אזורית,צפון,הגליל העליון,5501,2,4,189,4,50,130,12,195,185,6,4,0,115,140,1.025723900104935,101.391807278118819,202405,222117.863287389744073,101391807.278118818998337
-1,36,שמיר,366,מועצה אזורית,צפון,הגליל העליון,5501,0,6,77,0,18,58,6,83,63,1,1,1,44,49,4.791130279180797,7.513884595547964,202405,16948.342806843909784,7513884.595547963865101
-1,7,שניר,1132,מועצה אזורית,צפון,הגליל העליון,5501,0,1,10,1,3,7,1,11,9,0,1,0,4,7,2.157852303910836,3.243966228510348,202405,9366.233734274981543,3243966.228510348126292
-1,103,אילניה,49,מועצה אזורית,צפון,הגליל התחתון,5503,3,4,202,1,46,148,11,209,205,1,11,0,121,154,11.802224772031902,8.727168139017509,202405,20260.356251714809332,8727168.139017509296536
-1,176,ארבל,701,מועצה אזורית,צפון,הגליל התחתון,5503,1,4,279,4,54,202,19,284,358,6,13,0,209,273,15.671480774826971,11.230591577708982,202405,26375.438283692285040,11230591.577708981931210
-1,31,בית קשת,365,מועצה אזורית,צפון,הגליל התחתון,5503,0,3,55,1,10,43,5,58,54,2,1,0,34,46,2.971666656151445,10.431856458674128,202405,26168.286265283393732,10431856.458674127236009
-1,20,בית רימון,1162,מועצה אזורית,צפון,הגליל התחתון,5503,0,1,31,0,7,24,0,32,29,1,1,0,16,23,1.728344077250266,11.571769917376226,202405,18871.174001421208231,11571769.917376225814223
-1,39,גבעת אבני,1293,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,54,2,7,42,3,54,71,0,3,0,43,59,55.230610105112980,0.706130168,202405,3847.093266328503887,706130.168140032328665
-1,6,הזורעים,307,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,10,0,0,10,0,10,11,0,0,0,8,9,0.540275723,11.105440694490669,202405,25121.600829292518029,11105440.694490669295192
-1,6,כפר זיתים,786,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,12,2,2,10,0,12,9,0,0,0,5,6,0.463409654,12.947507553861847,202405,19312.170188717449491,12947507.553861847147346
-1,10,כפר חיטים,255,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,17,0,6,10,1,17,17,0,0,0,3,7,1.045811294114080,9.561954490528933,202405,25111.502582541332231,9561954.490528933703899
-1,10,כפר קיש,388,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,11,0,0,11,0,11,13,2,1,0,6,9,0.505632525,19.777208762828302,202405,25126.011835647863336,19777208.762828301638365
-1,58,לביא,585,מועצה אזורית,צפון,הגליל התחתון,5503,1,1,98,1,15,76,6,100,119,1,5,1,82,103,3.043455436890841,19.057285773585086,202405,30055.038704944065103,19057285.773585084825754
-1,24,מסד,1258,מועצה אזורית,צפון,הגליל התחתון,5503,0,6,45,0,8,40,2,51,37,1,3,0,22,30,3.689646362061941,6.504688429431952,202405,14749.062389649150646,6504688.429431951604784
-1,26,מצפה,58,מועצה אזורית,צפון,הגליל התחתון,5503,1,1,36,4,3,31,4,38,49,1,5,0,19,30,9.192762417803886,2.828311971779566,202405,11403.014624045346864,2828311.971779565792531
-1,28,מצפה נטופה,1190,מועצה אזורית,צפון,הגליל התחתון,5503,0,3,61,0,12,47,3,64,48,0,1,1,24,35,5.931547616479441,4.720521828436214,202405,14240.517873130153021,4720521.828436214476824
-1,4,שדה אילן,721,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,5,1,1,4,0,5,6,1,1,0,2,6,0.307722722,12.998715113550031,202405,23593.338538347223221,12998715.113550029695034
-1,7,שדמות דבורה,306,מועצה אזורית,צפון,הגליל התחתון,5503,0,2,6,1,1,6,1,8,11,1,1,1,4,10,0.584087605,11.984503593963106,202405,15066.419856131775305,11984503.593963107094169
-1,301,שטח כללי,5503,מועצה אזורית,צפון,הגליל התחתון,5503,1,14,560,6,101,439,33,575,563,3,29,0,323,438,11.272775106552650,26.701499600132571,202405,79344.856914398551453,26701499.600132569670677
-1,9,שרונה,292,מועצה אזורית,צפון,הגליל התחתון,5503,0,0,10,0,0,10,0,10,13,3,0,0,8,13,0.753508342,11.944127888111465,202405,23722.463725828398310,11944127.888111464679241
-1,972,הוד השרון,9700,עירייה,מרכז,הוד השרון,9700,9,50,1152,146,157,849,167,1211,1749,159,39,51,930,1363,50.444461361682421,19.268716004931527,202405,35822.565408580230724,19268716.004931528121233
-1,6,חצבה,13,מועצה אזורית,דרום,הערבה התיכונה,5554,0,1,5,2,2,4,0,6,8,0,1,0,4,6,0.239052411,25.099098419965141,202405,30109.108462458854774,25099098.419965140521526
-1,3,ספיר,1176,מועצה אזורית,דרום,הערבה התיכונה,5554,0,0,13,0,2,10,1,13,7,0,0,0,2,2,0.346481433,8.658472629338634,202405,13033.304117961697557,8658472.629338635131717
-1,4,עידן,1175,מועצה אזורית,דרום,הערבה התיכונה,5554,1,1,3,0,0,5,0,5,5,2,0,0,0,3,0.120110503,33.302666430419123,202405,39119.490283327890211,33302666.430419120937586
-1,13,עין יהב,806,מועצה אזורית,דרום,הערבה התיכונה,5554,0,0,14,1,0,12,0,14,21,2,0,0,12,15,0.504833847,25.751046748930719,202405,25605.542239669532137,25751046.748930718749762
-1,7,פארן,1151,מועצה אזורית,דרום,הערבה התיכונה,5554,0,2,12,0,2,12,0,14,10,1,0,0,6,10,0.32298478,21.672847866287601,202405,21473.446294354853308,21672847.866287600249052
-1,5,צופר,1150,מועצה אזורית,דרום,הערבה התיכונה,5554,0,4,9,0,2,7,4,13,7,0,1,0,1,2,0.268829907,18.599121126756355,202405,23931.278291932714637,18599121.126756355166435
-1,3,צוקים,1262,מועצה אזורית,דרום,הערבה התיכונה,5554,0,0,3,0,0,3,0,3,4,2,0,0,1,3,1.654123729219472,1.813649092269297,202405,6578.142311344265181,1813649.092269297456369
-1,65,שטח כללי,5554,מועצה אזורית,דרום,הערבה התיכונה,5554,11,17,140,3,28,108,27,168,107,8,11,0,54,86,0.046321207,1403.244967109939125,202405,315295.541264513274655,1403244967.109939098358154
-1,2083,הרצליה,6400,עירייה,תל אביב,הרצליה,6400,11,84,2325,252,232,1726,327,2420,3732,399,70,124,1905,2955,86.539771666424741,24.069857822471604,202405,31517.968949480811716,24069857.822471603751183
-1,30,אושה,278,מועצה אזורית,חיפה,זבולון,5512,0,4,49,0,9,40,4,53,57,1,1,0,30,38,7.319760579260491,4.098494708283324,202405,21650.358315671252058,4098494.708283324260265
-1,46,איבטין,652,מועצה אזורית,חיפה,זבולון,5512,0,1,79,3,19,56,4,80,67,3,2,0,37,50,71.802568046600911,0.64064561,202405,3871.853352729123344,640645.609919485519640
-1,5,חווא'לד,1321,מועצה אזורית,חיפה,זבולון,5512,0,0,8,0,2,6,0,8,6,0,0,0,2,2,20.079860831545762,0.24900571,202405,5175.543726621263886,249005.709847596415784
-1,335,יגור,96,מועצה אזורית,חיפה,זבולון,5512,5,23,575,4,96,468,32,603,676,11,34,3,422,543,41.072565562959305,8.156295946170815,202405,28066.569481002716202,8156295.946170814335346
-1,113,כפר ביאליק,220,מועצה אזורית,חיפה,זבולון,5512,3,2,172,1,12,152,10,177,247,6,5,0,141,173,38.128918207648589,2.963629846108049,202405,13320.442689470624828,2963629.846108049619943
-1,20,כפר המכבי,254,מועצה אזורית,חיפה,זבולון,5512,0,1,31,0,7,22,3,32,37,0,3,1,24,31,5.297015549140765,3.775711023397736,202405,20825.918189721007366,3775711.023397736251354
-1,0,כפר הנוער הדתי,890,מועצה אזורית,חיפה,זבולון,5512,,,,,,,,,,,,,,,0,0.863237209,202405,6745.800746385259117,863237.209291041363031
-1,152,כפר חסידים א',112,מועצה אזורית,חיפה,זבולון,5512,1,16,274,4,47,225,17,291,315,7,10,1,194,243,16.915724039352973,8.985722375606572,202405,25258.522738115108950,8985722.375606572255492
-1,0,כפר חסידים ב',889,מועצה אזורית,חיפה,זבולון,5512,,,,,,,,,,,,,,,0,0.268118843,202405,5892.303354170026068,268118.842563910176978
-1,5,נופית,1284,מועצה אזורית,חיפה,זבולון,5512,0,2,4,1,1,3,1,6,9,1,0,1,4,8,5.667441946653978,0.882232239,202405,4891.509723692266562,882232.239353059092537
-1,18,ראס עלי,990,מועצה אזורית,חיפה,זבולון,5512,0,0,42,4,7,32,3,42,22,0,0,1,14,17,45.566982716043071,0.395022864,202405,2675.797522494900477,395022.863641630159691
-1,6,רמת יוחנן,178,מועצה אזורית,חיפה,זבולון,5512,0,0,7,1,0,6,1,7,10,1,1,0,5,10,1.049063136608106,5.719388843839811,202405,19963.949912131938618,5719388.843839811161160
-1,427,שטח כללי,5512,מועצה אזורית,חיפה,זבולון,5512,7,25,757,3,113,616,54,789,852,24,35,2,546,689,19.744431633643142,21.626350554068196,202405,97538.561184187914478,21626350.554068196564913
-1,41,שער העמקים,237,מועצה אזורית,חיפה,זבולון,5512,0,0,60,1,2,53,5,60,80,2,2,0,49,67,14.490640966012068,2.829412452918120,202405,23363.657754357387603,2829412.452918119728565
-1,357,זכרון יעקב,9300,מועצה מקומית,חיפה,זכרון יעקב,9300,1,12,498,54,100,359,43,511,614,25,21,18,360,499,11.323886701598482,31.526277982771216,202405,48045.779075452075631,31526277.982771214097738
-1,157,זמר,1290,מועצה מקומית,מרכז,זמר,1290,3,10,236,14,53,189,6,249,273,5,8,2,142,189,19.096454069057536,8.221421601740767,202405,13516.482521266661934,8221421.601740766316652
-1,200,זרזיר,975,מועצה מקומית,צפון,זרזיר,0975,0,8,313,21,63,235,15,321,374,5,16,7,218,288,49.486877025105251,4.041475478408907,202405,13357.187821605995850,4041475.478408907074481
-1,3,אילות,1126,מועצה אזורית,דרום,חבל אילות,5553,0,0,5,0,1,2,2,5,4,1,0,0,3,4,5.866921294935530,0.511341443,202405,2965.603864428627730,511341.442843229102436
-1,4,אליפז,1248,מועצה אזורית,דרום,חבל אילות,5553,0,0,8,0,3,5,0,8,6,0,0,0,5,6,0.323254833,12.374138253929523,202405,18886.959381571090489,12374138.253929523751140
-1,2,באר אורה,21,מועצה אזורית,דרום,חבל אילות,5553,0,0,2,0,0,2,0,2,2,0,1,0,1,2,1.813717949251181,1.102707287439995,202405,6567.484549839015926,1102707.287439994746819
-1,0,גרופית,1129,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0,1.736974263472896,202405,6251.676171878572859,1736974.263472896069288
-1,3,יהל,1158,מועצה אזורית,דרום,חבל אילות,5553,2,1,2,1,0,3,2,5,5,0,1,0,2,5,0.825441932,3.634416769460484,202405,9178.403956974805624,3634416.769460483919829
-1,1,יטבתה,866,מועצה אזורית,דרום,חבל אילות,5553,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1.114598719080330,0.897183877,202405,4678.668628218300000,897183.876924884156324
-1,0,לוטן,1255,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0,4.317863557090785,202405,9916.384464253909755,4317863.557090785354376
-1,0,נווה חריף,1279,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0,1.000137334362646,202405,4247.451432939701590,1000137.334362645866349
-1,2,סמר,1156,מועצה אזורית,דרום,חבל אילות,5553,0,0,6,0,0,6,0,6,3,0,0,0,3,3,0.148283329,13.487692858508453,202405,16009.294404231373846,13487692.858508452773094
-1,13,קטורה,1052,מועצה אזורית,דרום,חבל אילות,5553,2,0,21,0,3,16,3,23,19,3,1,1,9,15,1.571730829029892,8.271136354832397,202405,11815.642157721307740,8271136.354832395911217
-1,2,שחרות,1266,מועצה אזורית,דרום,חבל אילות,5553,0,0,2,1,0,2,0,2,2,0,0,0,1,2,2.369003331406396,0.844236888,202405,4025.514019195309174,844236.887929012998939
-1,165,שטח כללי,5553,מועצה אזורית,דרום,חבל אילות,5553,9,19,281,1,60,216,26,309,278,17,11,7,150,219,0.063885177,2582.758761608140958,202405,388439.363140573666897,2582758761.608140945434570
-1,0,שיזפון,1197,מועצה אזורית,דרום,חבל אילות,5553,,,,,,,,,,,,,,,0,0.222136876,202405,2053.596277717392240,222136.876015260524582
-1,251,בית גמליאל,571,מועצה אזורית,מרכז,חבל יבנה,5529,1,10,351,4,27,293,32,362,504,8,54,2,260,379,28.370527553425497,8.847209468605525,202405,26594.168504070163181,8847209.468605525791645
-1,8,בית רבן,848,מועצה אזורית,מרכז,חבל יבנה,5529,0,1,9,0,2,7,1,10,13,1,1,0,6,11,87.547217357789322,0.091379261,202405,1234.799672720371291,91379.260717167926487
-1,51,בן זכאי,760,מועצה אזורית,מרכז,חבל יבנה,5529,2,3,77,2,12,62,7,82,106,5,7,3,63,94,17.485686546905139,2.916671293585935,202405,13860.503741817403352,2916671.293585935141891
-1,213,בני דרום,592,מועצה אזורית,מרכז,חבל יבנה,5529,5,12,260,5,11,227,24,277,411,15,30,0,208,300,28.057990423454690,7.591420368507418,202405,15719.791732498266356,7591420.368507417850196
-1,2,ישיבת כרם יבנה,1094,מועצה אזורית,מרכז,חבל יבנה,5529,0,1,1,0,0,2,0,2,3,1,0,0,2,3,2.862850175214104,0.698604495,202405,4170.484279551530562,698604.494680000469089
-1,53,קבוצת יבנה,334,מועצה אזורית,מרכז,חבל יבנה,5529,0,4,68,1,4,58,6,72,101,4,6,0,63,83,11.478987465480477,4.617131969120202,202405,12060.942501117284337,4617131.969120202586055
-1,29,שטח כללי,5529,מועצה אזורית,מרכז,חבל יבנה,5529,0,2,36,0,2,29,2,38,58,1,2,0,44,53,2.461242830419494,11.782665099752570,202405,18127.003733448724233,11782665.099752569571137
-1,70,אחיסמך,804,מועצה אזורית,מרכז,חבל מודיעין,5525,1,0,103,5,15,83,1,104,132,5,6,1,72,112,20.307034858838978,3.447081294073385,202405,11727.280562588968678,3447081.294073384720832
-1,26,בארות יצחק,450,מועצה אזורית,מרכז,חבל מודיעין,5525,0,1,33,5,2,25,6,34,50,2,2,0,29,42,9.222686178381053,2.819135281968797,202405,9653.209977521428300,2819135.281968797557056
-1,45,בית נחמיה,784,מועצה אזורית,מרכז,חבל מודיעין,5525,2,1,59,2,9,44,9,62,80,12,7,0,43,72,16.899684995110690,2.662771525801760,202405,14537.155903940783901,2662771.525801760144532
-1,5,בית עריף,604,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,6,0,0,6,0,6,10,2,0,0,5,8,1.959910931466582,2.551136339781803,202405,8186.977782104927428,2551136.339781803078949
-1,61,בן שמן,2013,מועצה אזורית,מרכז,חבל מודיעין,5525,0,3,79,0,11,70,1,82,104,7,5,0,40,73,21.845465559748472,2.792341496827424,202405,8675.974898875074359,2792341.496827424503863
-1,281,בן שמן (כפר נוער),1084,מועצה אזורית,מרכז,חבל מודיעין,5525,0,3,420,3,52,327,33,423,596,16,36,1,329,451,384.173297393554151,0.731440738,202405,6238.710297086206083,731440.737569374730811
-1,43,בני עטרות,448,מועצה אזורית,מרכז,חבל מודיעין,5525,5,3,72,0,11,57,10,80,90,8,5,0,60,85,15.241756429806452,2.821197163071713,202405,7523.395080694303033,2821197.163071712944657
-1,64,ברקת,2038,מועצה אזורית,מרכז,חבל מודיעין,5525,0,5,86,4,8,80,3,91,128,5,7,0,73,97,21.487317428642022,2.978501165282256,202405,12626.448644101346872,2978501.165282256435603
-1,11,גבעת כח,802,מועצה אזורית,מרכז,חבל מודיעין,5525,0,1,15,2,4,11,1,16,17,1,3,0,4,9,3.230838371216451,3.404689042323823,202405,9845.235365814971374,3404689.042323823552579
-1,89,גינתון,863,מועצה אזורית,מרכז,חבל מודיעין,5525,0,6,134,1,18,105,14,140,183,11,7,1,113,151,71.939102976448709,1.237157489010346,202405,5791.927129912047349,1237157.489010346122086
-1,80,גמזו,745,מועצה אזורית,מרכז,חבל מודיעין,5525,1,4,130,1,29,91,8,135,171,7,11,0,87,123,9.213397722022265,8.683007334935787,202405,16571.025264335279644,8683007.334935788065195
-1,104,חדיד,618,מועצה אזורית,מרכז,חבל מודיעין,5525,1,11,155,2,19,133,13,167,196,9,8,0,119,165,34.209404518447094,3.040099687906552,202405,10480.655355136774233,3040099.687906552106142
-1,48,טירת יהודה,663,מועצה אזורית,מרכז,חבל מודיעין,5525,1,3,62,3,4,50,6,66,92,8,2,0,50,73,15.805929751618011,3.036834957151848,202405,7392.479069699295906,3036834.957151847891510
-1,68,כפר דניאל,707,מועצה אזורית,מרכז,חבל מודיעין,5525,3,10,138,7,21,114,13,151,154,3,14,1,90,123,19.753306247087753,3.442461689674117,202405,10927.681144318512452,3442461.689674117136747
-1,128,כפר טרומן,673,מועצה אזורית,מרכז,חבל מודיעין,5525,0,10,174,5,14,141,23,184,261,15,12,5,159,217,40.820098664019064,3.135710206228036,202405,9303.459298850108098,3135710.206228035967797
-1,2,כפר רות,1166,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,4,0,0,4,0,4,4,0,0,0,4,4,1.347861902295102,1.483831538375301,202405,5049.104037813375726,1483831.538375300588086
-1,22,לפיד,1310,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,27,0,1,25,0,27,45,0,2,1,29,38,49.815374365633716,0.441630727,202405,3220.208722066039627,441630.727062792226207
-1,66,מבוא מודיעים,1141,מועצה אזורית,מרכז,חבל מודיעין,5525,0,4,78,0,7,70,3,82,124,6,5,0,76,98,27.489297397866991,2.400934408935501,202405,11049.134983136236769,2400934.408935501240194
-1,21,מזור,606,מועצה אזורית,מרכז,חבל מודיעין,5525,1,1,26,1,2,22,3,28,41,3,2,1,16,26,6.834757427212842,3.072530404135152,202405,10795.668060389942184,3072530.404135151766241
-1,8,נופך,257,מועצה אזורית,מרכז,חבל מודיעין,5525,0,1,12,0,0,11,1,13,13,4,0,0,6,11,39.767203121599763,0.201170798,202405,2056.354910403481426,201170.798347011703299
-1,45,נחלים,449,מועצה אזורית,מרכז,חבל מודיעין,5525,3,3,51,4,9,40,6,57,83,8,1,1,44,63,14.645282645833165,3.072661763397464,202405,7478.207652241049800,3072661.763397463597357
-1,8,רנתיה,616,מועצה אזורית,מרכז,חבל מודיעין,5525,0,0,10,1,0,10,0,10,15,2,4,0,5,11,3.343520046252548,2.392687912538907,202405,7402.220682738980940,2392687.912538907025009
-1,1108,שטח כללי,5525,מועצה אזורית,מרכז,חבל מודיעין,5525,16,65,1518,25,128,1272,106,1599,2243,91,117,7,1350,1842,16.344604332452175,67.789955477849560,202405,116099.072091723282938,67789955.477849557995796
-1,34,שילת,1165,מועצה אזורית,מרכז,חבל מודיעין,5525,0,3,34,6,4,28,1,37,57,3,2,1,31,45,32.780332820886478,1.037207284800244,202405,4464.589601935884275,1037207.284800244495273
-1,3610,חדרה,6500,עירייה,חיפה,חדרה,6500,15,159,4850,452,738,3671,537,5024,6642,306,164,144,3664,5113,64.149103747812731,56.275143206861856,202405,42134.580691298906459,56275143.206861853599548
-1,5901,חולון,6600,עירייה,תל אביב,חולון,6600,28,241,6688,739,762,4979,926,6957,10592,1235,251,254,5085,8319,309.903862818390053,19.041388985390302,202405,22951.778050402488589,19041388.985390301793814
-1,16,באר גנים,1376,מועצה אזורית,דרום,חוף אשקלון,5536,2,2,18,2,6,13,0,22,23,2,0,0,15,20,12.989687341690988,1.231746352250318,202405,5049.969749263749691,1231746.352250317577273
-1,30,בית שקמה,747,מועצה אזורית,דרום,חוף אשקלון,5536,0,2,39,1,5,29,1,41,50,2,2,0,27,40,6.152691446619682,4.875914916305796,202405,11612.778382183989379,4875914.916305796243250
-1,49,ברכיה,746,מועצה אזורית,דרום,חוף אשקלון,5536,0,8,75,3,17,60,6,83,97,0,4,0,56,76,13.860534828044569,3.535217118812498,202405,11281.000309762539473,3535217.118812497705221
-1,11,בת הדר,1323,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,12,2,1,11,0,12,18,0,0,0,11,13,41.265835722047008,0.266564334,202405,2460.565654663333589,266564.333607402339112
-1,3,גברעם,342,מועצה אזורית,דרום,חוף אשקלון,5536,0,0,9,0,0,4,1,9,4,0,1,0,1,4,0.357255781,8.397344860065271,202405,13033.354038625884641,8397344.860065270215273
-1,5,גיאה,706,מועצה אזורית,דרום,חוף אשקלון,5536,0,2,6,0,1,3,3,8,6,1,0,0,5,6,1.288233694992858,3.881283356765264,202405,10474.594360000523011,3881283.356765263713896
